date,Region,"Case per 100,000"
2021-05-18,CARAGA,100.0
2021-05-19,CARAGA,130.0
2021-05-20,CARAGA,183.0
2021-05-21,CARAGA,169.0
2021-05-22,CARAGA,212.0
2021-05-23,CARAGA,89.0
2021-05-24,CARAGA,158.0
2021-05-25,CARAGA,153.0
2021-05-26,CARAGA,235.0
2021-05-27,CARAGA,220.0
2021-05-28,CARAGA,297.0
2021-05-29,CARAGA,283.0
2021-05-30,CARAGA,261.0
2021-05-31,CARAGA,307.0
2021-06-01,CARAGA,82.0
2021-06-02,CARAGA,121.0
2021-06-03,CARAGA,277.0
2021-06-04,CARAGA,264.0
2021-06-05,CARAGA,306.0
2021-06-06,CARAGA,325.0
2021-06-07,CARAGA,271.0
2021-06-08,CARAGA,158.0
2021-06-09,CARAGA,181.0
2021-06-10,CARAGA,345.0
2020-11-25,CARAGA,34.0
2021-05-13,CARAGA,171.0
2021-05-12,CARAGA,43.0
2021-05-11,CARAGA,58.0
2021-05-10,CARAGA,134.0
2021-04-10,CARAGA,100.0
2021-04-11,CARAGA,60.0
2021-04-12,CARAGA,78.0
2021-04-13,CARAGA,74.0
2021-04-14,CARAGA,115.0
2021-04-15,CARAGA,72.0
2021-04-16,CARAGA,87.0
2021-04-17,CARAGA,104.0
2021-04-18,CARAGA,45.0
2021-04-19,CARAGA,88.0
2021-04-20,CARAGA,48.0
2021-04-21,CARAGA,50.0
2021-04-22,CARAGA,74.0
2021-04-23,CARAGA,72.0
2021-06-12,CARAGA,426.0
2021-04-24,CARAGA,65.0
2021-04-26,CARAGA,71.0
2021-04-27,CARAGA,22.0
2021-04-28,CARAGA,49.0
2021-04-29,CARAGA,61.0
2021-04-30,CARAGA,87.0
2021-05-01,CARAGA,57.0
2021-05-02,CARAGA,65.0
2021-05-03,CARAGA,98.0
2021-05-04,CARAGA,24.0
2021-05-05,CARAGA,125.0
2021-05-06,CARAGA,79.0
2021-05-07,CARAGA,103.0
2021-05-08,CARAGA,110.0
2021-05-09,CARAGA,137.0
2021-04-25,CARAGA,82.0
2021-04-09,CARAGA,113.0
2021-06-13,CARAGA,376.0
2021-06-15,CARAGA,217.0
2021-07-20,CARAGA,90.0
2021-07-21,CARAGA,87.0
2021-07-22,CARAGA,176.0
2021-07-23,CARAGA,89.0
2021-07-24,CARAGA,88.0
2021-07-25,CARAGA,28.0
2021-07-26,CARAGA,109.0
2021-07-27,CARAGA,32.0
2021-07-28,CARAGA,29.0
2021-07-29,CARAGA,49.0
2021-07-30,CARAGA,104.0
2021-07-31,CARAGA,88.0
2021-08-01,CARAGA,89.0
2021-08-02,CARAGA,110.0
2021-08-03,CARAGA,50.0
2021-08-04,CARAGA,28.0
2021-08-05,CARAGA,78.0
2021-08-06,CARAGA,165.0
2021-08-07,CARAGA,58.0
2021-08-08,CARAGA,154.0
2021-08-09,CARAGA,47.0
2021-08-10,CARAGA,97.0
2021-08-11,CARAGA,55.0
2021-08-12,CARAGA,143.0
2021-08-13,CARAGA,145.0
2021-08-14,CARAGA,157.0
2021-08-15,CARAGA,134.0
2021-08-16,CARAGA,158.0
2021-08-17,CARAGA,178.0
2021-07-19,CARAGA,97.0
2021-07-18,CARAGA,125.0
2021-07-17,CARAGA,191.0
2021-07-16,CARAGA,166.0
2021-06-16,CARAGA,179.0
2021-06-17,CARAGA,269.0
2021-06-18,CARAGA,272.0
2021-06-19,CARAGA,280.0
2021-06-20,CARAGA,297.0
2021-06-21,CARAGA,237.0
2021-06-22,CARAGA,106.0
2021-06-23,CARAGA,173.0
2021-06-24,CARAGA,227.0
2021-06-25,CARAGA,294.0
2021-06-26,CARAGA,330.0
2021-06-27,CARAGA,269.0
2021-06-28,CARAGA,195.0
2021-06-29,CARAGA,76.0
2021-06-14,CARAGA,275.0
2021-06-30,CARAGA,131.0
2021-07-02,CARAGA,217.0
2021-07-03,CARAGA,184.0
2021-07-04,CARAGA,177.0
2021-07-05,CARAGA,79.0
2021-07-06,CARAGA,132.0
2021-07-07,CARAGA,71.0
2021-07-08,CARAGA,174.0
2021-07-09,CARAGA,143.0
2021-07-10,CARAGA,137.0
2021-07-11,CARAGA,131.0
2021-07-12,CARAGA,78.0
2021-07-13,CARAGA,92.0
2021-07-14,CARAGA,60.0
2021-07-15,CARAGA,109.0
2021-07-01,CARAGA,187.0
2021-04-08,CARAGA,66.0
2021-06-11,CARAGA,285.0
2021-04-06,CARAGA,23.0
2020-12-30,CARAGA,39.0
2020-12-31,CARAGA,24.0
2021-01-01,CARAGA,9.0
2021-01-02,CARAGA,68.0
2021-01-03,CARAGA,10.0
2021-01-04,CARAGA,50.0
2021-01-05,CARAGA,88.0
2021-01-06,CARAGA,24.0
2021-01-07,CARAGA,47.0
2021-01-08,CARAGA,76.0
2021-01-09,CARAGA,41.0
2021-01-10,CARAGA,60.0
2021-01-11,CARAGA,58.0
2021-01-12,CARAGA,11.0
2021-01-13,CARAGA,35.0
2021-01-14,CARAGA,74.0
2021-01-15,CARAGA,40.0
2021-01-16,CARAGA,50.0
2021-01-17,CARAGA,61.0
2021-01-18,CARAGA,38.0
2021-01-19,CARAGA,22.0
2021-01-20,CARAGA,42.0
2021-01-21,CARAGA,34.0
2021-01-22,CARAGA,80.0
2021-01-23,CARAGA,35.0
2021-01-24,CARAGA,88.0
2021-01-25,CARAGA,89.0
2021-01-26,CARAGA,33.0
2021-01-27,CARAGA,91.0
2020-12-29,CARAGA,42.0
2020-12-28,CARAGA,14.0
2020-12-27,CARAGA,22.0
2020-12-26,CARAGA,35.0
2021-04-07,CARAGA,11.0
2020-11-27,CARAGA,40.0
2020-11-28,CARAGA,10.0
2020-11-29,CARAGA,44.0
2020-11-30,CARAGA,33.0
2020-12-01,CARAGA,24.0
2020-12-02,CARAGA,39.0
2020-12-03,CARAGA,23.0
2020-12-04,CARAGA,8.0
2020-12-05,CARAGA,18.0
2020-12-06,CARAGA,67.0
2020-12-07,CARAGA,21.0
2020-12-08,CARAGA,5.0
2020-12-09,CARAGA,54.0
2021-01-28,CARAGA,64.0
2020-12-10,CARAGA,35.0
2020-12-12,CARAGA,35.0
2020-12-13,CARAGA,45.0
2020-12-14,CARAGA,27.0
2020-12-15,CARAGA,20.0
2020-12-16,CARAGA,29.0
2020-12-17,CARAGA,36.0
2020-12-18,CARAGA,34.0
2020-12-19,CARAGA,39.0
2020-12-20,CARAGA,37.0
2020-12-21,CARAGA,52.0
2020-12-22,CARAGA,24.0
2020-12-23,CARAGA,5.0
2020-12-24,CARAGA,46.0
2020-12-25,CARAGA,33.0
2020-12-11,CARAGA,30.0
2021-01-29,CARAGA,81.0
2020-11-26,CARAGA,58.0
2021-01-31,CARAGA,70.0
2021-03-07,CARAGA,27.0
2021-03-08,CARAGA,48.0
2021-03-09,CARAGA,12.0
2021-03-10,CARAGA,13.0
2021-03-11,CARAGA,48.0
2021-03-12,CARAGA,32.0
2021-03-13,CARAGA,35.0
2021-03-14,CARAGA,31.0
2021-03-15,CARAGA,39.0
2021-03-16,CARAGA,28.0
2021-03-17,CARAGA,27.0
2021-03-18,CARAGA,28.0
2021-03-19,CARAGA,26.0
2021-03-20,CARAGA,35.0
2021-03-06,CARAGA,25.0
2021-03-21,CARAGA,35.0
2021-03-23,CARAGA,17.0
2021-03-24,CARAGA,23.0
2021-03-25,CARAGA,35.0
2021-03-26,CARAGA,47.0
2021-03-27,CARAGA,29.0
2021-03-28,CARAGA,29.0
2021-03-29,CARAGA,48.0
2021-03-30,CARAGA,18.0
2021-03-31,CARAGA,11.0
2021-04-01,CARAGA,33.0
2021-04-02,CARAGA,87.0
2021-04-03,CARAGA,59.0
2021-04-04,CARAGA,36.0
2021-01-30,CARAGA,83.0
2021-03-22,CARAGA,21.0
2021-03-05,CARAGA,53.0
2021-04-05,CARAGA,18.0
2021-03-03,CARAGA,9.0
2021-02-01,CARAGA,39.0
2021-02-02,CARAGA,7.0
2021-02-03,CARAGA,80.0
2021-02-04,CARAGA,68.0
2021-02-05,CARAGA,25.0
2021-02-06,CARAGA,97.0
2021-02-07,CARAGA,91.0
2021-02-08,CARAGA,55.0
2021-03-04,CARAGA,16.0
2021-02-10,CARAGA,60.0
2021-02-11,CARAGA,80.0
2021-02-12,CARAGA,85.0
2021-02-13,CARAGA,71.0
2021-02-14,CARAGA,41.0
2021-02-15,CARAGA,59.0
2021-02-09,CARAGA,12.0
2021-02-17,CARAGA,33.0
2021-02-16,CARAGA,55.0
2021-03-01,CARAGA,21.0
2021-02-28,CARAGA,17.0
2021-02-27,CARAGA,30.0
2021-02-26,CARAGA,52.0
2021-02-25,CARAGA,10.0
2021-03-02,CARAGA,23.0
2021-02-23,CARAGA,14.0
2021-02-22,CARAGA,36.0
2021-02-21,CARAGA,32.0
2021-02-20,CARAGA,27.0
2021-02-19,CARAGA,46.0
2021-02-18,CARAGA,40.0
2021-02-24,CARAGA,20.0
2022-02-15,National Capital Region,287.0
2022-02-14,National Capital Region,501.0
2022-02-13,National Capital Region,507.0
2022-02-12,National Capital Region,529.0
2022-02-11,National Capital Region,487.0
2022-02-07,National Capital Region,880.0
2022-02-09,National Capital Region,510.0
2022-02-08,National Capital Region,519.0
2022-02-06,National Capital Region,1036.0
2022-02-05,National Capital Region,829.0
2022-02-04,National Capital Region,1476.0
2022-02-10,National Capital Region,591.0
2022-02-16,National Capital Region,332.0
2022-03-04,National Capital Region,178.0
2022-02-18,National Capital Region,394.0
2022-02-19,National Capital Region,392.0
2022-02-20,National Capital Region,369.0
2022-02-21,National Capital Region,320.0
2022-02-22,National Capital Region,201.0
2022-02-23,National Capital Region,322.0
2022-02-24,National Capital Region,306.0
2022-02-25,National Capital Region,337.0
2022-02-26,National Capital Region,265.0
2022-02-27,National Capital Region,227.0
2022-02-28,National Capital Region,271.0
2022-03-01,National Capital Region,238.0
2022-03-02,National Capital Region,167.0
2022-03-03,National Capital Region,199.0
2022-02-17,National Capital Region,400.0
2022-02-03,National Capital Region,715.0
2022-01-18,National Capital Region,10087.0
2022-02-01,National Capital Region,2137.0
2022-03-05,National Capital Region,231.0
2022-01-02,National Capital Region,3347.0
2022-01-03,National Capital Region,2857.0
2022-01-04,National Capital Region,3848.0
2022-01-05,National Capital Region,7569.0
2022-01-06,National Capital Region,11648.0
2022-01-07,National Capital Region,13718.0
2022-01-08,National Capital Region,16290.0
2022-01-09,National Capital Region,17066.0
2022-01-10,National Capital Region,18715.0
2022-01-11,National Capital Region,15460.0
2022-01-12,National Capital Region,18258.0
2022-01-13,National Capital Region,17015.0
2022-01-14,National Capital Region,17057.0
2022-02-02,National Capital Region,1934.0
2022-01-15,National Capital Region,18421.0
2022-01-17,National Capital Region,13532.0
2022-01-19,National Capital Region,8318.0
2022-01-20,National Capital Region,9400.0
2022-01-21,National Capital Region,7268.0
2022-01-22,National Capital Region,6529.0
2022-01-23,National Capital Region,5376.0
2022-01-24,National Capital Region,4016.0
2022-01-25,National Capital Region,2723.0
2022-01-26,National Capital Region,2420.0
2022-01-27,National Capital Region,2146.0
2022-01-28,National Capital Region,2220.0
2022-01-29,National Capital Region,3602.0
2022-01-30,National Capital Region,1905.0
2022-01-31,National Capital Region,3947.0
2022-01-16,National Capital Region,16032.0
2022-03-06,National Capital Region,214.0
2022-04-08,National Capital Region,112.0
2022-03-08,National Capital Region,159.0
2022-04-13,National Capital Region,71.0
2022-04-14,National Capital Region,101.0
2022-04-15,National Capital Region,102.0
2022-04-16,National Capital Region,86.0
2022-04-17,National Capital Region,72.0
2022-04-18,National Capital Region,76.0
2022-04-19,National Capital Region,65.0
2022-04-20,National Capital Region,119.0
2022-04-21,National Capital Region,53.0
2022-04-22,National Capital Region,80.0
2022-04-23,National Capital Region,71.0
2022-04-24,National Capital Region,94.0
2022-04-25,National Capital Region,91.0
2022-04-26,National Capital Region,37.0
2022-04-27,National Capital Region,88.0
2022-04-28,National Capital Region,74.0
2022-04-29,National Capital Region,61.0
2022-04-30,National Capital Region,121.0
2022-05-01,National Capital Region,95.0
2022-05-02,National Capital Region,79.0
2022-05-03,National Capital Region,53.0
2022-05-04,National Capital Region,54.0
2022-05-05,National Capital Region,64.0
2022-05-06,National Capital Region,62.0
2022-05-07,National Capital Region,78.0
2022-05-08,National Capital Region,46.0
2022-05-09,National Capital Region,71.0
2022-05-10,National Capital Region,39.0
2022-05-11,National Capital Region,46.0
2022-04-12,National Capital Region,75.0
2022-04-11,National Capital Region,109.0
2022-04-10,National Capital Region,97.0
2022-04-09,National Capital Region,106.0
2022-03-09,National Capital Region,136.0
2022-03-10,National Capital Region,175.0
2022-03-11,National Capital Region,146.0
2022-03-12,National Capital Region,192.0
2022-03-13,National Capital Region,185.0
2022-03-14,National Capital Region,135.0
2022-03-15,National Capital Region,121.0
2022-03-16,National Capital Region,100.0
2022-03-17,National Capital Region,213.0
2022-03-18,National Capital Region,126.0
2022-03-19,National Capital Region,178.0
2022-03-20,National Capital Region,192.0
2022-03-21,National Capital Region,116.0
2022-03-22,National Capital Region,107.0
2022-03-07,National Capital Region,174.0
2022-03-23,National Capital Region,114.0
2022-03-25,National Capital Region,134.0
2022-03-26,National Capital Region,160.0
2022-03-27,National Capital Region,89.0
2022-03-28,National Capital Region,147.0
2022-03-29,National Capital Region,79.0
2022-03-30,National Capital Region,107.0
2022-03-31,National Capital Region,118.0
2022-04-01,National Capital Region,114.0
2022-04-02,National Capital Region,136.0
2022-04-03,National Capital Region,319.0
2022-04-04,National Capital Region,82.0
2022-04-05,National Capital Region,81.0
2022-04-06,National Capital Region,74.0
2022-04-07,National Capital Region,102.0
2022-03-24,National Capital Region,132.0
2022-01-01,National Capital Region,2530.0
2021-08-21,National Capital Region,4466.0
2021-12-30,National Capital Region,1094.0
2021-09-24,National Capital Region,4430.0
2021-09-25,National Capital Region,2355.0
2021-09-26,National Capital Region,5595.0
2021-09-27,National Capital Region,3065.0
2021-09-28,National Capital Region,2821.0
2021-09-29,National Capital Region,2979.0
2021-09-30,National Capital Region,3225.0
2021-10-01,National Capital Region,3873.0
2021-10-02,National Capital Region,2837.0
2021-10-03,National Capital Region,2962.0
2021-10-04,National Capital Region,1826.0
2021-10-05,National Capital Region,1733.0
2021-10-06,National Capital Region,1893.0
2021-10-07,National Capital Region,1734.0
2021-10-08,National Capital Region,1786.0
2021-10-09,National Capital Region,1977.0
2021-10-10,National Capital Region,2755.0
2021-10-11,National Capital Region,1408.0
2021-10-12,National Capital Region,1872.0
2021-10-13,National Capital Region,1241.0
2021-10-14,National Capital Region,1542.0
2021-10-15,National Capital Region,1365.0
2021-10-16,National Capital Region,1411.0
2021-10-17,National Capital Region,1140.0
2021-10-18,National Capital Region,1129.0
2021-10-19,National Capital Region,716.0
2021-10-20,National Capital Region,628.0
2021-10-21,National Capital Region,819.0
2021-10-22,National Capital Region,999.0
2021-09-23,National Capital Region,4452.0
2021-09-22,National Capital Region,3594.0
2021-09-21,National Capital Region,3286.0
2021-09-20,National Capital Region,4967.0
2022-05-12,National Capital Region,47.0
2021-08-22,National Capital Region,4004.0
2021-08-23,National Capital Region,4863.0
2021-08-24,National Capital Region,2832.0
2021-08-25,National Capital Region,3670.0
2021-08-26,National Capital Region,4298.0
2021-08-27,National Capital Region,4961.0
2021-08-28,National Capital Region,5169.0
2021-08-29,National Capital Region,4956.0
2021-08-30,National Capital Region,5606.0
2021-08-31,National Capital Region,3587.0
2021-09-01,National Capital Region,4140.0
2021-09-02,National Capital Region,5096.0
2021-09-03,National Capital Region,5332.0
2021-10-23,National Capital Region,1193.0
2021-09-04,National Capital Region,6025.0
2021-09-06,National Capital Region,6298.0
2021-09-07,National Capital Region,4762.0
2021-09-08,National Capital Region,4657.0
2021-09-09,National Capital Region,6696.0
2021-09-10,National Capital Region,4392.0
2021-09-11,National Capital Region,9021.0
2021-09-12,National Capital Region,5631.0
2021-09-13,National Capital Region,5807.0
2021-09-14,National Capital Region,5009.0
2021-09-15,National Capital Region,4437.0
2021-09-16,National Capital Region,5880.0
2021-09-17,National Capital Region,5145.0
2021-09-18,National Capital Region,5065.0
2021-09-19,National Capital Region,4702.0
2021-09-05,National Capital Region,5093.0
2021-10-24,National Capital Region,999.0
2021-10-25,National Capital Region,824.0
2021-10-26,National Capital Region,1074.0
2021-11-30,National Capital Region,69.0
2021-12-01,National Capital Region,106.0
2021-12-02,National Capital Region,107.0
2021-12-03,National Capital Region,97.0
2021-12-04,National Capital Region,118.0
2021-12-05,National Capital Region,118.0
2021-12-06,National Capital Region,99.0
2021-12-07,National Capital Region,67.0
2021-12-08,National Capital Region,97.0
2021-12-09,National Capital Region,121.0
2021-12-10,National Capital Region,63.0
2021-12-11,National Capital Region,81.0
2021-12-12,National Capital Region,88.0
2021-12-13,National Capital Region,63.0
2021-11-29,National Capital Region,151.0
2021-12-14,National Capital Region,54.0
2021-12-16,National Capital Region,86.0
2021-12-17,National Capital Region,171.0
2021-12-18,National Capital Region,64.0
2021-12-19,National Capital Region,54.0
2021-12-20,National Capital Region,58.0
2021-12-21,National Capital Region,40.0
2021-12-22,National Capital Region,71.0
2021-12-23,National Capital Region,90.0
2021-12-24,National Capital Region,124.0
2021-12-25,National Capital Region,187.0
2021-12-26,National Capital Region,217.0
2021-12-27,National Capital Region,119.0
2021-12-28,National Capital Region,164.0
2021-12-29,National Capital Region,566.0
2021-12-15,National Capital Region,44.0
2021-12-31,National Capital Region,1964.0
2021-11-28,National Capital Region,162.0
2021-11-26,National Capital Region,188.0
2021-10-27,National Capital Region,568.0
2021-10-28,National Capital Region,1283.0
2021-10-29,National Capital Region,658.0
2021-10-30,National Capital Region,619.0
2021-10-31,National Capital Region,569.0
2021-11-01,National Capital Region,532.0
2021-11-02,National Capital Region,445.0
2021-11-03,National Capital Region,234.0
2021-11-04,National Capital Region,349.0
2021-11-05,National Capital Region,387.0
2021-11-06,National Capital Region,453.0
2021-11-07,National Capital Region,406.0
2021-11-08,National Capital Region,375.0
2021-11-09,National Capital Region,307.0
2021-11-27,National Capital Region,161.0
2021-11-10,National Capital Region,546.0
2021-11-12,National Capital Region,418.0
2021-11-13,National Capital Region,508.0
2021-11-14,National Capital Region,402.0
2021-11-15,National Capital Region,311.0
2021-11-16,National Capital Region,202.0
2021-11-17,National Capital Region,302.0
2021-11-18,National Capital Region,220.0
2021-11-19,National Capital Region,408.0
2021-11-20,National Capital Region,294.0
2021-11-21,National Capital Region,419.0
2021-11-22,National Capital Region,173.0
2021-11-23,National Capital Region,310.0
2021-11-24,National Capital Region,223.0
2021-11-25,National Capital Region,186.0
2021-11-11,National Capital Region,449.0
2022-05-13,National Capital Region,65.0
2023-02-04,National Capital Region,47.0
2022-05-15,National Capital Region,79.0
2022-11-01,National Capital Region,142.0
2022-11-02,National Capital Region,182.0
2022-11-03,National Capital Region,191.0
2022-11-04,National Capital Region,154.0
2022-11-05,National Capital Region,324.0
2022-11-06,National Capital Region,199.0
2022-11-07,National Capital Region,340.0
2022-11-08,National Capital Region,160.0
2022-11-09,National Capital Region,310.0
2022-11-10,National Capital Region,291.0
2022-11-11,National Capital Region,279.0
2022-11-12,National Capital Region,309.0
2022-11-13,National Capital Region,353.0
2022-11-14,National Capital Region,235.0
2022-11-15,National Capital Region,223.0
2022-11-16,National Capital Region,201.0
2022-11-17,National Capital Region,311.0
2022-11-18,National Capital Region,405.0
2022-11-19,National Capital Region,284.0
2022-11-20,National Capital Region,252.0
2022-11-21,National Capital Region,186.0
2022-11-22,National Capital Region,218.0
2022-11-23,National Capital Region,176.0
2022-11-24,National Capital Region,331.0
2022-11-25,National Capital Region,466.0
2022-11-26,National Capital Region,536.0
2022-11-27,National Capital Region,462.0
2022-11-28,National Capital Region,451.0
2022-11-29,National Capital Region,277.0
2022-10-31,National Capital Region,286.0
2022-10-30,National Capital Region,343.0
2022-10-29,National Capital Region,397.0
2022-10-28,National Capital Region,362.0
2022-09-28,National Capital Region,680.0
2022-09-29,National Capital Region,1140.0
2022-09-30,National Capital Region,1307.0
2022-10-01,National Capital Region,1712.0
2022-10-02,National Capital Region,914.0
2022-10-03,National Capital Region,876.0
2022-10-04,National Capital Region,548.0
2022-10-05,National Capital Region,841.0
2022-10-06,National Capital Region,1175.0
2022-10-07,National Capital Region,844.0
2022-10-08,National Capital Region,992.0
2022-10-09,National Capital Region,781.0
2022-10-10,National Capital Region,841.0
2022-10-11,National Capital Region,576.0
2022-11-30,National Capital Region,310.0
2022-10-12,National Capital Region,582.0
2022-10-14,National Capital Region,942.0
2022-10-15,National Capital Region,917.0
2022-10-16,National Capital Region,902.0
2022-10-17,National Capital Region,670.0
2022-10-18,National Capital Region,397.0
2022-10-19,National Capital Region,483.0
2022-10-20,National Capital Region,728.0
2022-10-21,National Capital Region,641.0
2022-10-22,National Capital Region,491.0
2022-10-23,National Capital Region,471.0
2022-10-24,National Capital Region,371.0
2022-10-25,National Capital Region,247.0
2022-10-26,National Capital Region,335.0
2022-10-27,National Capital Region,329.0
2022-10-13,National Capital Region,1191.0
2022-09-27,National Capital Region,737.0
2022-12-01,National Capital Region,399.0
2022-12-03,National Capital Region,440.0
2023-01-07,National Capital Region,253.0
2023-01-08,National Capital Region,183.0
2023-01-09,National Capital Region,143.0
2023-01-10,National Capital Region,123.0
2023-01-11,National Capital Region,168.0
2023-01-12,National Capital Region,101.0
2023-01-13,National Capital Region,197.0
2023-01-14,National Capital Region,111.0
2023-01-15,National Capital Region,92.0
2023-01-16,National Capital Region,88.0
2023-01-17,National Capital Region,76.0
2023-01-18,National Capital Region,98.0
2023-01-19,National Capital Region,67.0
2023-01-20,National Capital Region,75.0
2023-01-21,National Capital Region,88.0
2023-01-22,National Capital Region,107.0
2023-01-23,National Capital Region,40.0
2023-01-24,National Capital Region,46.0
2023-01-25,National Capital Region,51.0
2023-01-26,National Capital Region,44.0
2023-01-27,National Capital Region,62.0
2023-01-28,National Capital Region,74.0
2023-01-29,National Capital Region,51.0
2023-01-30,National Capital Region,74.0
2023-01-31,National Capital Region,21.0
2023-02-01,National Capital Region,73.0
2023-02-02,National Capital Region,46.0
2023-02-03,National Capital Region,52.0
2021-08-20,National Capital Region,4662.0
2023-01-06,National Capital Region,171.0
2023-01-05,National Capital Region,123.0
2023-01-04,National Capital Region,153.0
2023-01-03,National Capital Region,44.0
2022-12-04,National Capital Region,413.0
2022-12-05,National Capital Region,490.0
2022-12-06,National Capital Region,321.0
2022-12-07,National Capital Region,442.0
2022-12-08,National Capital Region,529.0
2022-12-09,National Capital Region,585.0
2022-12-10,National Capital Region,461.0
2022-12-11,National Capital Region,491.0
2022-12-12,National Capital Region,398.0
2022-12-13,National Capital Region,341.0
2022-12-14,National Capital Region,381.0
2022-12-15,National Capital Region,509.0
2022-12-16,National Capital Region,522.0
2022-12-17,National Capital Region,476.0
2022-12-02,National Capital Region,463.0
2022-12-18,National Capital Region,411.0
2022-12-20,National Capital Region,262.0
2022-12-21,National Capital Region,337.0
2022-12-22,National Capital Region,391.0
2022-12-23,National Capital Region,359.0
2022-12-24,National Capital Region,334.0
2022-12-25,National Capital Region,253.0
2022-12-26,National Capital Region,263.0
2022-12-27,National Capital Region,113.0
2022-12-28,National Capital Region,125.0
2022-12-29,National Capital Region,240.0
2022-12-30,National Capital Region,232.0
2022-12-31,National Capital Region,208.0
2023-01-01,National Capital Region,179.0
2023-01-02,National Capital Region,144.0
2022-12-19,National Capital Region,336.0
2022-05-14,National Capital Region,79.0
2022-09-26,National Capital Region,948.0
2022-09-24,National Capital Region,1346.0
2022-06-19,National Capital Region,273.0
2022-06-20,National Capital Region,255.0
2022-06-21,National Capital Region,190.0
2022-06-22,National Capital Region,280.0
2022-06-23,National Capital Region,301.0
2022-06-24,National Capital Region,343.0
2022-06-25,National Capital Region,340.0
2022-06-26,National Capital Region,377.0
2022-06-27,National Capital Region,407.0
2022-06-28,National Capital Region,257.0
2022-06-29,National Capital Region,343.0
2022-06-30,National Capital Region,632.0
2022-07-01,National Capital Region,577.0
2022-07-02,National Capital Region,589.0
2022-07-03,National Capital Region,640.0
2022-07-04,National Capital Region,474.0
2022-07-05,National Capital Region,326.0
2022-07-06,National Capital Region,495.0
2022-07-07,National Capital Region,781.0
2022-07-08,National Capital Region,681.0
2022-07-09,National Capital Region,783.0
2022-07-10,National Capital Region,771.0
2022-07-11,National Capital Region,712.0
2022-07-12,National Capital Region,568.0
2022-07-13,National Capital Region,601.0
2022-07-14,National Capital Region,914.0
2022-07-15,National Capital Region,935.0
2022-07-16,National Capital Region,899.0
2022-07-17,National Capital Region,964.0
2022-06-18,National Capital Region,264.0
2022-06-17,National Capital Region,264.0
2022-06-16,National Capital Region,201.0
2022-06-15,National Capital Region,112.0
2022-05-16,National Capital Region,62.0
2022-05-17,National Capital Region,56.0
2022-05-18,National Capital Region,45.0
2022-05-19,National Capital Region,67.0
2022-05-20,National Capital Region,83.0
2022-05-21,National Capital Region,109.0
2022-05-22,National Capital Region,50.0
2022-05-23,National Capital Region,57.0
2022-05-24,National Capital Region,47.0
2022-05-25,National Capital Region,61.0
2022-05-26,National Capital Region,59.0
2022-05-27,National Capital Region,82.0
2022-05-28,National Capital Region,94.0
2022-05-29,National Capital Region,78.0
2022-07-18,National Capital Region,888.0
2022-05-30,National Capital Region,89.0
2022-06-01,National Capital Region,50.0
2022-06-02,National Capital Region,67.0
2022-06-03,National Capital Region,102.0
2022-06-04,National Capital Region,94.0
2022-06-05,National Capital Region,91.0
